File  .text     Size                      Crate Name
0.0%   0.0%      34B                embassy_usb core::slice::<impl [T]>::get
0.0%   0.0%      34B                embassy_usb core::num::<impl u32>::from_le_bytes
0.0%   0.0%      34B      linked_list_allocator core::option::Option<T>::as_ref
0.0%   0.0%      34B      linked_list_allocator core::alloc::layout::Layout::new
0.0%   0.0%      34B             embedded_alloc embedded_alloc::llff::Heap::dealloc
0.0%   0.0%      34B                      fixed fixed::cmp::<impl core::cmp::PartialOrd<i32> for fixed::FixedU32<Frac>>::le
0.0%   0.0%      34B                      fixed fixed::cmp::<impl core::cmp::PartialOrd<i32> for fixed::FixedU32<Frac>>::ge
0.0%   0.0%      34B               embassy_sync <embassy_sync::blocking_mutex::raw::CriticalSectionRawMutex as embassy_sync::blocking_mutex::r...
0.0%   0.0%      34B                embassy_usb embassy_usb::builder::InterfaceAltBuilder<D>::descriptor
0.0%   0.0%      34B                embassy_rp? <embassy_rp::usb::Bus<T> as embassy_usb_driver::Bus>::poll::{{closure}}::{{closure}}::{{closure}}
0.0%   0.0%      34B                embassy_rp? <embassy_rp::usb::Bus<T> as embassy_usb_driver::Bus>::poll::{{closure}}::{{closure}}::{{closure}}
0.0%   0.0%      34B                    typenum <typenum::uint::UInt<U,B> as typenum::marker_traits::Unsigned>::to_i32
0.0%   0.0%      34B                        std core::mem::replace
0.0%   0.0%      34B                        std core::mem::replace
0.0%   0.0%      34B                        std core::mem::replace
0.0%   0.0%      34B           embassy_executor embassy_executor::raw::util::UninitCell<T>::write_in_place
0.0%   0.0%      34B           embassy_executor embassy_executor::raw::util::UninitCell<T>::write_in_place
0.0%   0.0%      34B           embassy_executor embassy_executor::raw::util::UninitCell<T>::write_in_place
0.0%   0.0%      34B                       std? core::ptr::drop_in_place<<embassy_rp::usb::Endpoint<embassy_rp::peripherals::USB,embassy_rp::u...
0.0%   0.0%      34B                       std? core::ptr::drop_in_place<<embassy_rp::usb::Endpoint<embassy_rp::peripherals::USB,embassy_rp::u...
0.0%   0.0%      34B                       std? core::ptr::drop_in_place<<embassy_rp::usb::ControlPipe<embassy_rp::peripherals::USB> as embass...
0.0%   0.0%      34B                       std? core::ptr::drop_in_place<<embassy_rp::usb::ControlPipe<embassy_rp::peripherals::USB> as embass...
0.0%   0.0%      34B                       std? core::ptr::drop_in_place<<embassy_rp::usb::ControlPipe<embassy_rp::peripherals::USB> as embass...
0.0%   0.0%      34B                       std? core::ptr::drop_in_place<<embassy_rp::usb::ControlPipe<embassy_rp::peripherals::USB> as embass...
0.0%   0.0%      34B                       std? core::ptr::drop_in_place<<embassy_rp::usb::Bus<embassy_rp::peripherals::USB> as embassy_usb_dr...
0.0%   0.0%      34B                        std core::alloc::layout::Layout::new
0.0%   0.0%      34B                        std core::alloc::layout::Layout::new
0.0%   0.0%      34B                        std core::alloc::layout::Layout::new
0.0%   0.0%      34B               embassy_sync embassy_sync::channel::Channel<M,T,_>::lock
0.0%   0.0%      34B               embassy_sync embassy_sync::channel::Channel<M,T,_>::lock
0.0%   0.0%      34B                        std core::alloc::layout::Layout::from_size_align_unchecked
0.0%   0.0%      34B                embassy_rp? <embassy_rp::pio::ShiftDirection as core::cmp::PartialEq>::eq
0.0%   0.0%      34B                embassy_rp? <embassy_rp::pio::StateMachine<PIO,_> as core::ops::drop::Drop>::drop::{{closure}}
0.0%   0.0%      34B                embassy_rp? <embassy_rp::pio::StateMachine<PIO,_> as core::ops::drop::Drop>::drop::{{closure}}
0.0%   0.0%      34B                embassy_rp? <embassy_rp::pio::StateMachine<PIO,_> as core::ops::drop::Drop>::drop::{{closure}}
0.0%   0.0%      34B                embassy_rp? <embassy_rp::pio::StateMachine<PIO,_> as core::ops::drop::Drop>::drop::{{closure}}
0.0%   0.0%      34B                        std core::slice::<impl [T]>::first
0.0%   0.0%      32B                        std core::panicking::assert_failed
0.0%   0.0%      32B                        std core::panicking::assert_failed
0.0%   0.0%      32B                        std <() as core::fmt::Debug>::fmt
0.0%   0.0%      32B               embassy_sync <embassy_sync::blocking_mutex::raw::CriticalSectionRawMutex as embassy_sync::blocking_mutex::r...
0.0%   0.0%      32B           embassy_executor embassy_executor::raw::waker::from_task
0.0%   0.0%      32B           embassy_executor core::option::Option<T>::unwrap_unchecked
0.0%   0.0%      32B           embassy_executor core::option::Option<T>::unwrap_unchecked
0.0%   0.0%      32B                        std core::ptr::non_null::NonNull<T>::new_unchecked::precondition_check
0.0%   0.0%      32B                        std core::ptr::const_ptr::<impl *const T>::sub_ptr::precondition_check
0.0%   0.0%      32B                        std core::slice::<impl [T]>::split_at_unchecked::precondition_check
0.0%   0.0%      32B                 embassy_rp embassy_rp::time_driver::init::{{closure}}
0.0%   0.0%      32B                 embassy_rp core::ptr::non_null::NonNull<T>::new_unchecked::precondition_check
0.0%   0.0%      32B                 embassy_rp core::fmt::rt::Argument::new_display
0.0%   0.0%      32B                 embassy_rp embassy_rp::clocks::configure_pll::{{closure}}
0.0%   0.0%      32B                 embassy_rp embassy_rp::clocks::configure_pll::{{closure}}
0.0%   0.0%      32B                 embassy_rp embassy_rp::multicore::__cortex_m_rt_SIO_IRQ_PROC1::{{closure}}
0.0%   0.0%      32B                 embassy_rp embassy_rp::pre_init::{{closure}}
0.0%   0.0%      32B                 embassy_rp embassy_rp::usb::EndpointData::new
0.0%   0.0%      32B                      serde core::fmt::rt::Argument::new_display
0.0%   0.0%      32B             encode_unicode core::fmt::rt::Argument::new_display
0.0%   0.0%      32B             encode_unicode core::fmt::rt::Argument::new_display
0.0%   0.0%      32B             encode_unicode core::fmt::Arguments::new_v1
0.0%   0.0%      32B                        std core::ptr::non_null::NonNull<T>::new_unchecked::precondition_check
0.0%   0.0%      32B                embassy_usb <embassy_sync::blocking_mutex::raw::CriticalSectionRawMutex as embassy_sync::blocking_mutex::r...
0.0%   0.0%      32B                embassy_usb embassy_usb::descriptor::DescriptorWriter::into_buf
0.0%   0.0%      32B      linked_list_allocator <core::result::Result<T,E> as core::ops::try_trait::Try>::branch
0.0%   0.0%      32B      linked_list_allocator <core::option::Option<T> as core::ops::try_trait::Try>::branch
0.0%   0.0%      32B                        std <core::alloc::layout::LayoutError as core::fmt::Debug>::fmt
0.0%   0.0%      32B      linked_list_allocator core::option::Option<T>::ok_or
0.0%   0.0%      32B                        std core::ptr::non_null::NonNull<T>::new_unchecked::precondition_check
0.0%   0.0%      32B      linked_list_allocator core::fmt::Arguments::new_v1
0.0%   0.0%      32B      linked_list_allocator core::fmt::rt::Argument::new_debug
0.0%   0.0%      32B      linked_list_allocator core::fmt::rt::Argument::new_display
0.0%   0.0%      32B             embedded_alloc embedded_alloc::llff::Heap::init
0.0%   0.0%      32B                        std core::ptr::non_null::NonNull<T>::new_unchecked::precondition_check
0.0%   0.0%      32B                 embassy_rp embassy_rp::gpio::Flex::new::{{closure}}
0.0%   0.0%      32B                 embassy_rp embassy_rp::gpio::Flex::new::{{closure}}
0.0%   0.0%      32B                        std <usize as core::slice::index::SliceIndex<[T]>>::get_unchecked_mut::precondition_check
0.0%   0.0%      32B                        std <usize as core::slice::index::SliceIndex<[T]>>::get_unchecked::precondition_check
0.0%   0.0%      32B                        std <core::ops::index_range::IndexRange as core::slice::index::SliceIndex<[T]>>::get_unchecked_mut...
0.0%   0.0%      32B               embassy_usb? <embassy_usb::descriptor_reader::ReadError as core::fmt::Debug>::fmt
0.0%   0.0%      32B               embassy_sync <embassy_sync::blocking_mutex::raw::CriticalSectionRawMutex as embassy_sync::blocking_mutex::r...
0.0%   0.0%      32B               embassy_sync <embassy_sync::blocking_mutex::raw::CriticalSectionRawMutex as embassy_sync::blocking_mutex::r...
0.0%   0.0%      32B               embassy_sync <embassy_sync::blocking_mutex::raw::CriticalSectionRawMutex as embassy_sync::blocking_mutex::r...
0.0%   0.0%      32B         embassy_usb_logger embassy_usb_logger::UsbLogger<_,T>::run_logger_class
0.0%   0.0%      32B                        log log::set_max_level_racy
0.0%   0.0%      32B                        std core::ptr::non_null::NonNull<T>::new_unchecked::precondition_check
0.0%   0.0%      32B                embassy_rp? <embassy_rp::usb::ControlPipe<T> as embassy_usb_driver::ControlPipe>::reject::{{closure}}::{{c...
0.0%   0.0%      32B                embassy_rp? <embassy_rp::usb::ControlPipe<T> as embassy_usb_driver::ControlPipe>::reject::{{closure}}::{{c...
0.0%   0.0%      32B                embassy_rp? <embassy_rp::usb::ControlPipe<T> as embassy_usb_driver::ControlPipe>::setup::{{closure}}::{{cl...
0.0%   0.0%      32B                embassy_rp? <embassy_rp::usb::ControlPipe<T> as embassy_usb_driver::ControlPipe>::setup::{{closure}}::{{cl...
0.0%   0.0%      32B                embassy_rp? <embassy_rp::usb::ControlPipe<T> as embassy_usb_driver::ControlPipe>::accept_set_address::{{cl...
0.0%   0.0%      32B                embassy_rp? <embassy_rp::usb::Driver<T> as embassy_usb_driver::Driver>::alloc_endpoint_out
0.0%   0.0%      32B                embassy_rp? <embassy_rp::usb::Driver<T> as embassy_usb_driver::Driver>::alloc_endpoint_in
0.0%   0.0%      32B                embassy_rp? <embassy_rp::usb::Bus<T> as embassy_usb_driver::Bus>::poll::{{closure}}::{{closure}}::{{closure}}
0.0%   0.0%      32B                embassy_rp? <embassy_rp::usb::Bus<T> as embassy_usb_driver::Bus>::poll::{{closure}}::{{closure}}::{{closure}}
0.0%   0.0%      32B                embassy_rp? <embassy_rp::usb::Bus<T> as embassy_usb_driver::Bus>::poll::{{closure}}::{{closure}}::{{closure}}
0.0%   0.0%      32B                 embassy_rp <embassy_rp::usb::InterruptHandler<T> as embassy_rp::interrupt::typelevel::Handler<<T as embas...
0.0%   0.0%      32B                 embassy_rp <embassy_rp::usb::InterruptHandler<T> as embassy_rp::interrupt::typelevel::Handler<<T as embas...
0.0%   0.0%      32B                 embassy_rp <embassy_rp::usb::InterruptHandler<T> as embassy_rp::interrupt::typelevel::Handler<<T as embas...
0.0%   0.0%      32B                 embassy_rp <embassy_rp::usb::InterruptHandler<T> as embassy_rp::interrupt::typelevel::Handler<<T as embas...
0.0%   0.0%      32B                        std core::ptr::const_ptr::<impl *const T>::sub_ptr::precondition_check
0.0%   0.0%      32B                        std core::ptr::drop_in_place<embassy_futures::join::MaybeDone<embassy_usb_logger::UsbLogger<1024_u...
0.0%   0.0%      32B                        std core::ptr::drop_in_place<embassy_futures::join::MaybeDone<embassy_usb_logger::UsbLogger<1024_u...
0.0%   0.0%      32B                        std core::ptr::drop_in_place<embassy_futures::join::MaybeDone<embassy_usb_logger::UsbLogger<1024_u...
0.0%   0.0%      32B                        std core::ptr::drop_in_place<embassy_futures::join::MaybeDone<embassy_usb::UsbDevice<embassy_rp::u...
0.0%   0.0%      32B          embassy_executor? <embassy_executor::spawner::SpawnError as core::fmt::Debug>::fmt
0.0%   0.0%      32B            embassy_futures embassy_futures::select::select
0.0%   0.0%      32B                        std core::hint::assert_unchecked::precondition_check
0.0%   0.0%      32B               embassy_sync embassy_sync::channel::Channel<M,T,_>::send
0.0%   0.0%      32B        embassy_usb_driver? <embassy_usb_driver::EndpointAllocError as core::fmt::Debug>::fmt
0.0%   0.0%      32B                        std core::fmt::rt::Argument::new_debug
0.0%   0.0%      32B                        std core::fmt::rt::Argument::new_debug
0.0%   0.0%      32B                        std core::fmt::rt::Argument::new_debug
0.0%   0.0%      32B                        std core::fmt::rt::Argument::new_display
0.0%   0.0%      32B                 embassy_rp embassy_rp::pio::StateMachine<PIO,_>::set_enable::{{closure}}
0.0%   0.0%      32B                 embassy_rp embassy_rp::pio::StateMachine<PIO,_>::set_enable::{{closure}}
0.0%   0.0%      32B                 embassy_rp embassy_rp::pio::on_pio_drop::{{closure}}
0.0%   0.0%      30B               embassy_sync core::option::Option<T>::take
0.0%   0.0%      30B               embassy_sync core::ptr::drop_in_place<core::option::Option<core::task::wake::Waker>>
0.0%   0.0%      30B               embedded_hal core::fmt::Arguments::new_const
0.0%   0.0%      30B           embassy_executor embassy_executor::raw::state::State::run_enqueue::{{closure}}::{{closure}}
0.0%   0.0%      30B           embassy_executor core::ptr::mut_ptr::<impl *mut T>::as_ref
0.0%   0.0%      30B                      fixed core::fmt::Arguments::new_const
0.0%   0.0%      30B                        pio core::fmt::Arguments::new_v1
0.0%   0.0%      30B            atomic_polyfill atomic_polyfill::polyfill::AtomicU64::fetch_or::{{closure}}
0.0%   0.0%      30B            atomic_polyfill atomic_polyfill::polyfill::AtomicU8::fetch_sub
0.0%   0.0%      30B                 embassy_rp embassy_rp::rom_data::inner::reset_to_usb_boot
0.0%   0.0%      30B                  cortex_m? <cortex_m::register::primask::Primask as core::cmp::PartialEq>::eq
0.0%   0.0%      30B                 embassy_rp embassy_hal_internal::interrupt::InterruptExt::disable
0.0%   0.0%      30B             encode_unicode core::fmt::Arguments::new_const
0.0%   0.0%      30B                embassy_usb core::option::Option<T>::take
0.0%   0.0%      30B                embassy_usb core::cell::Cell<T>::set
0.0%   0.0%      30B                embassy_usb <embassy_usb::class::cdc_acm::Control as embassy_usb::Handler>::reset::{{closure}}
0.0%   0.0%      30B                        log core::fmt::Arguments::new_const
0.0%   0.0%      30B                        log core::fmt::Arguments::new_v1
0.0%   0.0%      30B      linked_list_allocator core::fmt::Arguments::new_const
0.0%   0.0%      30B                   heapless heapless::vec::Vec<T,_>::is_full
0.0%   0.0%      30B                   heapless heapless::vec::Vec<T,_>::is_full
0.0%   0.0%      30B               embassy_sync <embassy_sync::blocking_mutex::raw::CriticalSectionRawMutex as embassy_sync::blocking_mutex::r...
0.0%   0.0%      30B               embassy_sync <embassy_sync::blocking_mutex::raw::CriticalSectionRawMutex as embassy_sync::blocking_mutex::r...
0.0%   0.0%      30B               embassy_sync <embassy_sync::blocking_mutex::raw::CriticalSectionRawMutex as embassy_sync::blocking_mutex::r...
0.0%   0.0%      30B               embassy_sync <embassy_sync::blocking_mutex::raw::CriticalSectionRawMutex as embassy_sync::blocking_mutex::r...
0.0%   0.0%      30B                embassy_usb embassy_usb::Inner<D>::handle_control_out::{{closure}}
0.0%   0.0%      30B                  cnc_brain cnc_brain::usb_comm_task::{{closure}}
0.0%   0.0%      30B                        std core::ptr::const_ptr::<impl *const T>::read
0.0%   0.0%      30B                 embassy_rp embassy_rp::usb::Driver<T>::new::{{closure}}
0.0%   0.0%      30B                embassy_rp? <embassy_rp::usb::Endpoint<T,embassy_rp::usb::Out> as embassy_usb_driver::EndpointOut>::read
0.0%   0.0%      30B                embassy_rp? <embassy_rp::usb::Endpoint<T,embassy_rp::usb::In> as embassy_usb_driver::EndpointIn>::write
0.0%   0.0%      30B                embassy_usb embassy_usb::class::cdc_acm::Receiver<D>::read_packet
0.0%   0.0%      30B                embassy_usb embassy_usb::class::cdc_acm::Sender<D>::write_packet
0.0%   0.0%      30B              embassy_sync? <embassy_sync::channel::ReceiveFuture<M,T,_> as core::future::future::Future>::poll
0.0%   0.0%      30B                 cnc_brain? <cnc_brain::Handler as embassy_usb_logger::ReceiverHandler>::handle_data
0.0%   0.0%      30B           embassy_executor embassy_executor::arch::thread::Executor::run
0.0%   0.0%      30B                        std <core::option::IntoIter<A> as core::iter::traits::iterator::Iterator>::next
0.0%   0.0%      30B                        std core::option::Option<T>::take
0.0%   0.0%      30B               embassy_sync embassy_sync::pipe::Pipe<M,_>::try_write
0.0%   0.0%      30B                 embassy_rp embassy_rp::pio::StateMachine<PIO,_>::set_config::{{closure}}
0.0%   0.0%      28B               embassy_sync embassy_sync::blocking_mutex::Mutex<R,T>::lock::{{closure}}
0.0%   0.0%      28B               embassy_sync core::cell::Cell<T>::replace
0.0%   0.0%      28B               embassy_sync core::mem::replace
0.0%   0.0%      28B           embassy_executor core::cell::Cell<T>::take
0.0%   0.0%      28B            atomic_polyfill atomic_polyfill::polyfill::AtomicU64::op
0.0%   0.0%      28B            atomic_polyfill atomic_polyfill::polyfill::AtomicU64::fetch_or
0.0%   0.0%      28B            atomic_polyfill atomic_polyfill::polyfill::AtomicU64::store
0.0%   0.0%      28B            atomic_polyfill atomic_polyfill::polyfill::AtomicU8::op
0.0%   0.0%      28B                   cortex_m cortex_m::register::primask::Primask::is_active
0.0%   0.0%      28B               embassy_usb? <embassy_usb::control::RequestType as core::cmp::PartialEq>::eq
0.0%   0.0%      28B        embassy_usb_driver? <embassy_usb_driver::EndpointType as core::cmp::PartialEq>::eq
0.0%   0.0%      28B                embassy_usb core::cell::Cell<T>::new
0.0%   0.0%      28B                        std core::ops::function::FnOnce::call_once
0.0%   0.0%      28B                embassy_usb core::num::<impl u16>::to_le_bytes
0.0%   0.0%      28B                embassy_usb embassy_sync::blocking_mutex::Mutex<R,T>::lock::{{closure}}
0.0%   0.0%      28B                embassy_usb embassy_sync::blocking_mutex::Mutex<R,T>::new
0.0%   0.0%      28B               embassy_usb? <embassy_usb::descriptor::UsageType as core::cmp::PartialEq>::eq
0.0%   0.0%      28B               embassy_usb? <embassy_usb::descriptor::SynchronizationType as core::cmp::PartialEq>::eq
0.0%   0.0%      28B                        log core::fmt::Arguments::new_const
0.0%   0.0%      28B      linked_list_allocator linked_list_allocator::hole::Cursor::next::{{closure}}
0.0%   0.0%      28B      linked_list_allocator <*mut T as core::fmt::Debug>::fmt
0.0%   0.0%      28B               embassy_sync <embassy_sync::blocking_mutex::raw::CriticalSectionRawMutex as embassy_sync::blocking_mutex::r...
0.0%   0.0%      28B               embassy_sync <embassy_sync::blocking_mutex::raw::CriticalSectionRawMutex as embassy_sync::blocking_mutex::r...
0.0%   0.0%      28B               embassy_sync <embassy_sync::blocking_mutex::raw::CriticalSectionRawMutex as embassy_sync::blocking_mutex::r...
0.0%   0.0%      28B               embassy_sync <embassy_sync::blocking_mutex::raw::CriticalSectionRawMutex as embassy_sync::blocking_mutex::r...
0.0%   0.0%      28B         embassy_usb_logger embassy_usb_logger::UsbLogger<_,T>::with_handler
0.0%   0.0%      28B                        std core::slice::<impl [T]>::get_mut
0.0%   0.0%      28B                        std core::str::<impl str>::encode_utf16
0.0%   0.0%      28B                        std <*mut T as core::fmt::Debug>::fmt
0.0%   0.0%      28B                        std <F as core::future::into_future::IntoFuture>::into_future
0.0%   0.0%      28B                        std core::ptr::drop_in_place<embassy_usb::Inner<embassy_rp::usb::Driver<embassy_rp::peripherals::U...
0.0%   0.0%      28B           embassy_executor embassy_executor::raw::AvailableTask<F>::claim
0.0%   0.0%      28B           embassy_executor embassy_executor::raw::AvailableTask<F>::claim
0.0%   0.0%      28B           embassy_executor embassy_executor::raw::AvailableTask<F>::claim
0.0%   0.0%      28B           embassy_executor embassy_executor::raw::AvailableTask<F>::claim
0.0%   0.0%      28B           embassy_executor embassy_executor::raw::AvailableTask<F>::claim
0.0%   0.0%      28B               embassy_sync embassy_sync::channel::Channel<M,T,_>::try_send_with_context::{{closure}}
0.0%   0.0%      28B               embassy_usb? <embassy_usb::UsbDeviceState as core::cmp::PartialEq>::eq
0.0%   0.0%      28B                        std core::num::<impl u16>::to_le_bytes
0.0%   0.0%      28B                        std core::slice::<impl [T]>::get_unchecked_mut
0.0%   0.0%      28B                        std core::slice::<impl [T]>::get_unchecked_mut
0.0%   0.0%      28B                        std core::slice::<impl [T]>::get_unchecked_mut
0.0%   0.0%      28B                        std core::slice::<impl [T]>::get_unchecked_mut
0.0%   0.0%      28B                        std core::slice::<impl [T]>::get_unchecked_mut
0.0%   0.0%      28B               embassy_sync embassy_sync::blocking_mutex::Mutex<R,T>::lock::{{closure}}
0.0%   0.0%      28B               embassy_sync embassy_sync::blocking_mutex::Mutex<R,T>::lock::{{closure}}
0.0%   0.0%      28B               embassy_sync embassy_sync::blocking_mutex::Mutex<R,T>::lock::{{closure}}
0.0%   0.0%      28B               embassy_sync embassy_sync::blocking_mutex::Mutex<R,T>::lock
0.0%   0.0%      28B                        std <F as core::future::into_future::IntoFuture>::into_future
0.0%   0.0%      28B                        std <I as core::iter::traits::collect::IntoIterator>::into_iter
0.0%   0.0%      28B            portable_atomic portable_atomic::imp::interrupt::with::{{closure}}
0.0%   0.0%      28B            portable_atomic portable_atomic::imp::interrupt::with
0.0%   0.0%      28B                embassy_rp? <embassy_rp::pio::FifoJoin as core::cmp::PartialEq>::eq
0.0%   0.0%      28B                        std core::iter::traits::iterator::Iterator::enumerate
0.0%   0.0%      26B                        std core::alloc::layout::Layout::is_size_align_valid
0.0%   0.0%      26B           embassy_executor core::ptr::non_null::NonNull<T>::new_unchecked
0.0%   0.0%      26B            atomic_polyfill atomic_polyfill::polyfill::AtomicU8::fetch_sub::{{closure}}
0.0%   0.0%      26B            atomic_polyfill atomic_polyfill::polyfill::AtomicU8::store
0.0%   0.0%      26B                 embassy_rp core::sync::atomic::AtomicU16::store
0.0%   0.0%      26B                 embassy_rp core::sync::atomic::AtomicU8::store
0.0%   0.0%      26B             encode_unicode <&T as core::fmt::Display>::fmt
0.0%   0.0%      26B                embassy_usb core::sync::atomic::AtomicBool::store
0.0%   0.0%      26B                embassy_usb <core::result::Result<T,F> as core::ops::try_trait::FromResidual<core::result::Result<core::co...
0.0%   0.0%      26B                embassy_usb embassy_usb::msos::MsOsDescriptorWriter::end_function
0.0%   0.0%      26B                       log? <log::MaybeStaticStr as core::clone::Clone>::clone
0.0%   0.0%      26B                        log log::RecordBuilder::args
0.0%   0.0%      26B                       libm libm::math::fabsf::fabsf
0.0%   0.0%      26B      linked_list_allocator core::ptr::non_null::NonNull<T>::new_unchecked
0.0%   0.0%      26B      linked_list_allocator core::ptr::non_null::NonNull<T>::new_unchecked
0.0%   0.0%      26B             embedded_alloc <embedded_alloc::llff::Heap as core::alloc::global::GlobalAlloc>::alloc
0.0%   0.0%      26B                embassy_usb embassy_usb::Inner<D>::handle_bus_event
0.0%   0.0%      26B                        std <core::result::Result<T,F> as core::ops::try_trait::FromResidual<core::result::Result<core::co...
0.0%   0.0%      26B                embassy_rp? <embassy_rp::usb::ControlPipe<T> as embassy_usb_driver::ControlPipe>::accept_set_address
0.0%   0.0%      26B                        std core::ptr::drop_in_place<embassy_sync::pipe::PipeState<1024_usize>>
0.0%   0.0%      26B                        std core::ptr::drop_in_place<embassy_futures::join::Join<embassy_usb_logger::UsbLogger<1024_usize,...
0.0%   0.0%      26B                        std core::ptr::drop_in_place<embassy_futures::join::Join<embassy_usb::UsbDevice<embassy_rp::usb::D...
0.0%   0.0%      26B                       std? core::ptr::drop_in_place<embassy_futures::select::Select<<embassy_rp::usb::Bus<embassy_rp::per...
0.0%   0.0%      26B               embassy_sync embassy_sync::channel::Channel<M,T,_>::poll_receive::{{closure}}
0.0%   0.0%      26B               embassy_sync embassy_sync::channel::Channel<M,T,_>::poll_receive::{{closure}}
0.0%   0.0%      26B           embassy_executor embassy_executor::arch::interrupt::InterruptExecutor::start::{{closure}}
0.0%   0.0%      26B                embassy_rp? <embassy_rp::relocate::CodeIterator<I> as core::iter::traits::iterator::Iterator>::next
0.0%   0.0%      24B                        std <core::cell::BorrowMutError as core::fmt::Debug>::fmt
0.0%   0.0%      24B               embassy_sync embassy_sync::blocking_mutex::Mutex<R,T>::lock::{{closure}}
0.0%   0.0%      24B               embassy_sync embassy_sync::blocking_mutex::Mutex<R,T>::lock
0.0%   0.0%      24B               embassy_sync <embassy_sync::blocking_mutex::raw::CriticalSectionRawMutex as embassy_sync::blocking_mutex::r...
0.0%   0.0%      24B               embassy_sync core::ptr::drop_in_place<critical_section::with::Guard>
0.0%   0.0%      24B           embassy_executor embassy_executor::raw::waker::clone
0.0%   0.0%      24B           embassy_executor embassy_executor::raw::run_queue::RunQueue::new
0.0%   0.0%      24B           embassy_executor core::sync::atomic::AtomicPtr<T>::store
0.0%   0.0%      24B           embassy_executor core::ptr::drop_in_place<critical_section::with::Guard>
0.0%   0.0%      24B            atomic_polyfill atomic_polyfill::polyfill::AtomicU64::store::{{closure}}
0.0%   0.0%      24B            atomic_polyfill core::ptr::drop_in_place<critical_section::with::Guard>
0.0%   0.0%      24B                 embassy_rp core::sync::atomic::AtomicU32::store
0.0%   0.0%      24B                        std core::num::<impl u16>::from_le_bytes
0.0%   0.0%      24B                   cortex_m cortex_m::interrupt::disable
0.0%   0.0%      24B                   cortex_m cortex_m::interrupt::enable
0.0%   0.0%      24B                 embassy_rp cortex_m::peripheral::nvic::<impl cortex_m::peripheral::NVIC>::ipr_index
0.0%   0.0%      24B                 embassy_rp embassy_rp::gpio::__cortex_m_rt_IO_IRQ_BANK0
0.0%   0.0%      24B                 embassy_rp embassy_rp::gpio::SealedPin::io
0.0%   0.0%      24B                 usb_device <I as core::iter::traits::collect::IntoIterator>::into_iter
0.0%   0.0%      24B               embassy_usb? <embassy_usb::control::Recipient as core::cmp::PartialEq>::eq
0.0%   0.0%      24B                        std core::num::<impl u16>::from_le_bytes
0.0%   0.0%      24B                embassy_usb embassy_sync::blocking_mutex::Mutex<R,T>::lock::{{closure}}
0.0%   0.0%      24B                embassy_usb embassy_sync::blocking_mutex::Mutex<R,T>::lock::{{closure}}
0.0%   0.0%      24B                embassy_usb embassy_sync::blocking_mutex::Mutex<R,T>::lock
0.0%   0.0%      24B                embassy_usb <embassy_sync::blocking_mutex::raw::CriticalSectionRawMutex as embassy_sync::blocking_mutex::r...
0.0%   0.0%      24B                embassy_usb <embassy_sync::blocking_mutex::raw::CriticalSectionRawMutex as embassy_sync::blocking_mutex::r...
0.0%   0.0%      24B                        log log::MaybeStaticStr::Static
0.0%   0.0%      24B      linked_list_allocator linked_list_allocator::hole::Cursor::next
0.0%   0.0%      24B             embedded_alloc core::ptr::drop_in_place<critical_section::with::Guard>
0.0%   0.0%      24B                   heapless heapless::vec::Vec<T,_>::as_slice
0.0%   0.0%      24B                   heapless heapless::vec::Vec<T,_>::new
0.0%   0.0%      24B                   heapless heapless::vec::Vec<T,_>::new
0.0%   0.0%      24B                   heapless heapless::vec::Vec<T,_>::as_mut_slice
0.0%   0.0%      24B                   heapless heapless::vec::Vec<T,_>::as_mut_slice
0.0%   0.0%      24B                        std core::array::<impl core::ops::index::IndexMut<I> for [T; N]>::index_mut
0.0%   0.0%      24B               embassy_sync <embassy_sync::blocking_mutex::raw::CriticalSectionRawMutex as embassy_sync::blocking_mutex::r...
0.0%   0.0%      24B                        std core::ptr::write
0.0%   0.0%      24B                        std core::ptr::write
0.0%   0.0%      24B                 embassy_rp embassy_rp::gpio::SealedPin::io
0.0%   0.0%      24B                 embassy_rp embassy_rp::gpio::SealedPin::io
0.0%   0.0%      24B                 embassy_rp embassy_rp::gpio::SealedPin::io
0.0%   0.0%      24B                        std <I as core::iter::traits::collect::IntoIterator>::into_iter
0.0%   0.0%      24B                        std <F as core::future::into_future::IntoFuture>::into_future
0.0%   0.0%      24B                embassy_usb embassy_usb::Handler::get_string
0.0%   0.0%      24B                  arrayvec? <arrayvec::arrayvec::ScopeExitGuard<T,Data,F> as core::ops::drop::Drop>::drop
0.0%   0.0%      24B                        std core::ptr::drop_in_place<alloc::vec::Vec<u32>>
0.0%   0.0%      24B                        std <F as core::future::into_future::IntoFuture>::into_future
0.0%   0.0%      24B                  cnc_brain cnc_brain::step_consumer
0.0%   0.0%      24B                  cnc_brain cnc_brain::core1_main
0.0%   0.0%      24B               embassy_sync embassy_sync::blocking_mutex::Mutex<R,T>::lock::{{closure}}
0.0%   0.0%      24B               embassy_sync embassy_sync::blocking_mutex::Mutex<R,T>::lock
0.0%   0.0%      24B               embassy_sync embassy_sync::blocking_mutex::Mutex<R,T>::lock
0.0%   0.0%      24B                        std <I as core::iter::traits::collect::IntoIterator>::into_iter
0.0%   0.0%      24B                 embassy_rp embassy_rp::relocate::CodeIterator<I>::new
0.0%   0.0%      24B                        std core::iter::traits::iterator::Iterator::enumerate
0.0%   0.0%      24B                        std core::iter::traits::iterator::Iterator::enumerate
0.0%   0.0%      24B                        std <F as core::future::into_future::IntoFuture>::into_future
